id,created_at,original_text
ID000218,2021-04-26,wouldnt treat animals government treated 3 employed workers barely receive
ID000219,2021-04-26,
ID000220,2021-04-26,dont forget vote documentary favela lockdown brazils gangs fighting covid19 thewebbyawards
ID000221,2021-04-26,gadboit realjoelsmalley vaccines chemically trigger surges covid19 deaths impossible
ID000222,2021-04-26,send india raw materials vaccines step financing aid covid19 shot production joining european coun
ID000223,2021-04-26,135 crore covid19 great intiative
ID000224,2021-04-26,real virus modi real virus
ID000225,2021-04-26,hey guys challenge karnataka tomorrow read compete shouldnt step
ID000226,2021-04-26,covid19 construction firms border measures india tightened
ID000227,2021-04-26,big job understanding complexities global supply chain monitor day challe
ID000228,2021-04-26,prayers friends india struggling covid19 surge drop links charities helping
ID000229,2021-04-26,13 zrp warns residents university students hosting parties late night engaging org
ID000230,2021-04-26,conducting boards country gruesome
ID000231,2021-04-26,deeply concerned covid19 outbreak india today directed deptofdefense resources
ID000232,2021-04-26,sad learn today friend amp 8vc partner lost uncle covid19 india pandemic worse
ID000233,2021-04-26,hows distribution coronavirus vaccine tracker doin
ID000234,2021-04-26,scott morrisons strategy destroying covid19
ID000235,2021-04-26,free read india recorded global high daily covid19 data team tracking surge cases
ID000236,2021-04-26,hatrik10 cnn repurposed drugs discovered prevent covid19 progressing nobel prizes award
ID000237,2021-04-26,arrogance hypernationalism bureaucratic incompetence combined create crisis epic proportions india
ID000238,2021-04-26,national infant immunization week protect children vaccinepreventable disease
ID000239,2021-04-26,uk reports deaths 28 days testing positive covid single reason
ID000240,2021-04-26,wave corona virus hitting hard scary dont drop guardmasks dont step
ID000241,2021-04-26,israel uk passengers categorisation based covid19 situation incyprus
ID000242,2021-04-26,election commission responsible spreading covid19 booked murder madras hctime introspect
ID000243,2021-04-26,sammy wilson standing people promoting website covid hoax planned takeover
ID000244,2021-04-26,psmanwatkar fredhamilton rohanrgupta drshamamohd lambaalka ranjitone kukk44 bhavikakapoor5 judedavid21 trendsetti
ID000245,2021-04-26,converted 100 rooms fivestar ashoka hotel care facility
ID000246,2021-04-26,district gurugram covid19 update dated 26042021
ID000247,2021-04-26,426 virginia data slowest 1day increase cases 10720 slowest 10day increase cases
ID000248,2021-04-26,viable covid treatment icus ontario wouldnt overwhelmed medicin
ID000249,2021-04-26,route 66 face mask toggle adjustable head cotton fashion car masks
ID000250,2021-04-26,spreading wildfire covid19 surge hit india loosening restrictions public complacency set
ID000251,2021-04-26,morning heart thoughts friends india pray health stay
ID000252,2021-04-26,minister duty spreading corona govt expenditure limit shamelessness
ID000253,2021-04-26,days realised real heros idealise actors politicians sports persons ti
ID000254,2021-04-26,india ordered armed forces tackle surging coronavirus infections overwhelming hospitals countries
ID000255,2021-04-26,convinced minimum week break chain
ID000256,2021-04-26,amp propertyowners conducting essential multiutility capital construction neighbourhood
ID000257,2021-04-26,fact ms excel 5 kids twenties manage covid19 chaos bjp government
ID000258,2021-04-26,vaccine makers warned officials temporarily scrapping patents covid19 shots risk handing mrna tech
ID000259,2021-04-26,covid19 vaccine appointment today april 26 10 4 pm lanman center location accept
ID000260,2021-04-26,angela critical care nurse nurses doctors healthcare teams extraordinary
ID000261,2021-04-26,fact twentieth time fordnation ontariopcparty voted
ID000262,2021-04-26,update sunday april 25 2021 141 cases 1 death investigation 107 recoveries
ID000263,2021-04-26,urstrulymahesh garu greener india good health
ID000264,2021-04-26,live york governor cuomo covid19 update syracuse
ID000265,2021-04-26,scarcity plasma amp blood country time amp save lives
ID000266,2021-04-26,fact survived covid 19 physically financially great blessing god saving
ID000267,2021-04-26,starters crack whip roam freely masks pretending exis
ID000268,2021-04-26,16 amp older eligible receive covid19 vaccine vaccination site local
ID000269,2021-04-26,mistakes worldnot modelingbut worseby governments implemented pharmaceutical interven
ID000270,2021-04-26,gaza 9 people died 591 cases covid 1948 reported
ID000271,2021-04-26,ironic media stalwarts demanding ipl calledoff opportunity discusscove
ID000272,2021-04-26,covid19 vaccine public meeting strict safety effectiveness criteria vaccines
ID000273,2021-04-26,shocked kannada film producer actress malashrees husband ramu succumbed covid19 eveni
ID000274,2021-04-26,update avs players coming covid19 list philipp grubauer team st louis working
ID000275,2021-04-26,brother inlaw amp sister ret indian airforce suffering covid19need
ID000276,2021-04-26,waiting assam covid19 maharashtra face problems delhi suffering
ID000277,2021-04-26,srinivasiyc youth cong 1000 volunteers helping people battle covid19 poojaprasanna4 writes
ID000278,2021-04-26,vital thread global covid19 supply chains dpa constitute export ban timmy315 breaks
ID000279,2021-04-26,covid19 uk reports deaths 337m vaccine dose
ID000280,2021-04-26,reviewed work armed forces combatting covid19 including efforts enhance medical capacit
ID000281,2021-04-26,trinidad media reporting man shot killed night acquired covid19 vaccine days prior
ID000282,2021-04-26,delhi cremated covid19 victims authorities requests cut trees city parks
ID000283,2021-04-26,covid19 guidelines violations 633 violators fined 06 firs registered 17 arrested
ID000284,2021-04-26,shafqatmahmood murderer allowing exams happen ia covid19 case arises result caie sha
ID000285,2021-04-26,3 people uk missed cancer screening tests 100000 people facing cancer treatment
ID000286,2021-04-26,hope shaheers test negative covid19
ID000287,2021-04-26,hear news clinical partners akealife opening designated private
ID000288,2021-04-26,12 cure covid19 vaccine prevention cure masking distancing
ID000289,2021-04-26,kids sleepovers good idea cases covid19 linked sleepovers someon
ID000290,2021-04-26,highway construction bulldozes covid19 roadblocks clocks record level fy21 financial express
ID000291,2021-04-26,pandemic people started selling fake medicines beware tips identify fak
ID000292,2021-04-26,response covid19 pandemic extraordinary charts
ID000293,2021-04-26,india covid19 crisis indias doctors good doctors people countries
ID000294,2021-04-26,visit covid19 test center sxm airport info click web link
ID000295,2021-04-26,shashitharoor arvindkejriwal leads arrange nearby institutions
ID000296,2021-04-26,join millions vaccinated vaccine ready info vis
ID000297,2021-04-26,rt inta inta community thinking colleagues india covid19 rages
ID000298,2021-04-26,share doctors consult free phone telephonic guidance covid19
ID000299,2021-04-26,including pregnant women seeking pregnant covid19 vaccine vaccines
ID000300,2021-04-26,time india devastated repair priority government india composing
ID000301,2021-04-26,covid19 emergency asl interpreters helping deaf hard hearing washingtonians safe informed
ID000302,2021-04-26,process 1 masking 2 distancing 3 washing 4 vaccinating
ID000303,2021-04-26,recommends remdesivir covid19 patients
ID000304,2021-04-26,importing fighter jet arming hundreds public hospitals thousands extra ventilators cat scan
ID000305,2021-04-26,covid19 vaccine passports passes apps globe
ID000306,2021-04-26,precedence personal loss young acpprobationer lakshay pandey lakshaycop
ID000307,2021-04-26,firedup hosted gian411 guest carmineisacco amp osgnelson
ID000308,2021-04-26,nehajourno explained delhi oxygen crisis
ID000309,2021-04-26,countless affluent middleclass indians chose breach covid19 protocols frivolous reasons
ID000310,2021-04-26,pls ishivamchhabra charupragya rohitchahal tajinderbagga kapilmishraind nita puri 795 friends col
ID000311,2021-04-26,son mourns body mother died covid19 srinagar family died oxygen
ID000312,2021-04-26,year evidence lockdowns protect older highrisk people covid19 evidence
ID000313,2021-04-26,toronto marlies regular season extended 20 rescheduled games break
ID000314,2021-04-26,wilson6923 early covid19
ID000315,2021-04-26,simple instructions managing covid19 symptoms amplify multiple languages
ID000316,2021-04-26,practicing social distance wearing mask washing hands frequently play nations
ID000317,2021-04-26,join uh center public history livestream event race health air pollution
ID000318,2021-04-26,ensure follow behaviour covering nose mouth chin 6ft
ID000319,2021-04-26,beauty yogic tools tools work learns receptive thei
ID000320,2021-04-26,pfizer moderna covid19 vaccines takes doses fully vaccinated dose clo
ID000321,2021-04-26,long carrying patients 1200bed covid hospital speaks volumes abo
ID000322,2021-04-26,mollyschreiber agreed huge advocate managing diet lifestyle medication helped
ID000323,2021-04-26,reopening california seeking robust nondominated covid19 exit strategies working paper pedroliman
ID000324,2021-04-26,hearing case madras high court chief justice sanjib banerjee slams election commission india stopping politica
ID000325,2021-04-26,indian journalist guardian news assistant kakoli bhattacharya dies covid19
ID000326,2021-04-26,inspiring connect nalliancescot colleagues time transitions inform approaches amp
ID000327,2021-04-26,preventing diseases cervical cancer covid19 cholera diphtheria hep influenza japanese ence
ID000328,2021-04-26,chaos cm sindh carried press conference appreciates lockdown wave capacity
ID000329,2021-04-26,point oxygen supply meet requirement patient suffering covid
ID000330,2021-04-26,reporters watch video
ID000331,2021-04-26,shot victory virus
ID000332,2021-04-26,list sos resources access hospital beds oxygen food covid19 sos resources
ID000333,2021-04-26,year today luis frias 65 las vegas nevada died covid april 25 2020 beloved father
ID000334,2021-04-26,karnataka cm yediyurappa announces close 14 days tuesday night control covid19
ID000335,2021-04-26,kid pitampura living elder sister doesnt parents sister sp02 oxygen cylind
ID000336,2021-04-26,delhigovt converted 100 rooms fivestar ashoka hotel newdelhi care facility
ID000337,2021-04-26,surge deaths covid19 pandemic created largest gap actual expected death rate 20
ID000338,2021-04-26,emacskasy grantedjohn risk 0001 diagram risk dying
ID000339,2021-04-26,wil win fights covid19 ssrians covid crisis nilotpalm3
ID000340,2021-04-26,glad cases today mumbai time complacent ma
ID000341,2021-04-26,american 16 older eligible receive covid19 vaccine adult americans turn ge
ID000342,2021-04-26,fully vaccinated wrestle fear catching covid19
ID000343,2021-04-26,spread covid19 conspiracies
ID000344,2021-04-26,letter nova scotias minister health wellness popup asymptomatic covid19 testing cape
ID000345,2021-04-26,
ID000346,2021-04-26,covid19 india ivermectin included official protocol based certainty evidence positive
ID000347,2021-04-26,wil win fights covid19 ssrians covid crisis nilotpalm3
ID000348,2021-04-26,hit medical imaging played role diagnosis underlying
ID000349,2021-04-26,pennsylvanians 16 years older eligible receive covid19 vaccination wait schedu
ID000350,2021-04-26,son mourns body mother died covid19 srinagar family died oxygen
ID000351,2021-04-26,1 truck drivers manitoba receiving vaccines north dakota good amp win
ID000352,2021-04-26,mollyjongfast 2nd hell 24 hours dad oxygen 1460 hrs er 730
ID000353,2021-04-26,making covid 19 jokecome covid 19 joke disease exists real attacked ma
ID000354,2021-04-26,aggressive lockdown mumbais daily case count lockdown lifted
ID000355,2021-04-26,sadiahabeebs account withheld india response legal demand learn
ID000356,2021-04-26,baps swaminarayan temple vadodara converted yagnapurush sabhagruh covid19 facility covid19
ID000357,2021-04-26,liam livingston ashwin kane richardson adam zampa andrew tye players leaving ipl covid 19 ipl 2021
ID000358,2021-04-26,works identity majlis ka kaam bolta hai barrister asadowaisi started covid helpline oxygen bank
ID000359,2021-04-26,
ID000360,2021-04-26,week 5 unaccompanied minors 1 june 1 lives hold stories told legal social impacts covid19 yo
ID000361,2021-04-26,safe coronavirus vaccine pregnant planning pregnancy breastfeeding youll offered
ID000362,2021-04-26,covid19 vaccine sideeffects
ID000363,2021-04-26,indias government ordered twitter facebook instagram block 100 social media posts criticizing handling
ID000364,2021-04-26,order combat majlis charity educational relief trust setting covid19 war room includes
ID000365,2021-04-26,pledge support facing problems troubled times pl fee
ID000366,2021-04-26,medical personnel retired armed forces 2 years work covid19 facilities residence cds
ID000367,2021-04-26,isnt fair students isnt fair parents isnt fair overburdened
ID000368,2021-04-26,madurai prepare covid wave india thewirein
ID000369,2021-04-26,antivaxxers oversimplify complex scientific ethical scientific questions spread fear
ID000370,2021-04-26,stay save life
ID000371,2021-04-26,friend college covid positive treated hyderabad spo2 hovering betwe
ID000372,2021-04-26,biden mocked claiming america didnt covid19 vaccine youtube
ID000373,2021-04-26,people common allergies food allergies allergies vaccines safely covid
ID000374,2021-04-26,
ID000375,2021-04-26,covid19 vax popups open today tomorrow offering 1st amp 2nd dose pfizer eligible resident
ID000376,2021-04-26,preregistered vaccine received shot 18337340965 sched
ID000377,2021-04-26,florida family spend life prison church sold bleach covid19 cure
ID000378,2021-04-26,2nd wave slow ina taravata malli 3rd wave em radu kdaa
