id,created_at,original_text
ID000171,2020-04-19,
ID000172,2020-04-19,trumpsugar calijeff1 persevereever notthehun1 digivorr adamwinge tomag49 dancesfacts rightinca
ID000173,2020-04-19,sycophant senator touts nonexistent psychic powers republican claims trump foreshadowed coronavirus
ID000174,2020-04-19,sweden germany switzerland thinking axis rationality
ID000175,2020-04-19,pastor died covid19 weeks advising congregants ignore social distancing measures attend church
ID000176,2020-04-19,brooklyn hospital centers chief operating officer describes extraordinary measures handle number
ID000177,2020-04-19,shocking news covid19 loving fans 40000 americans died covid19 doubt 20000
ID000178,2020-04-19,reminder swedish government didnt shut economy allowed greater personal freedom responsibi
ID000179,2020-04-19,husband told watching federal government deal covid19 watching ministry magic deal
ID000180,2020-04-19,answers questions covid19 pandemic young women bio ywib online developed video modules
ID000181,2020-04-19,laceshantelley gt1 people died car accidents today covid 19
ID000182,2020-04-19,trump month test covid19 truethere
ID000183,2020-04-19,wednesday 422 4pm insights campaign trail watson senior fellow tomperez 83 welcomes andrewyang 96
ID000184,2020-04-19,india coronavirus people pay covid19 tests
ID000185,2020-04-19,boston homeless shelter 397 people tested covid19 146 tested positive single
ID000186,2020-04-19,products materials supply paving construction services support countrys critical infrast
ID000187,2020-04-19,bringing bears learn coronavirus animals
ID000188,2020-04-19,justintrudeau canadianpm earning 365000yr job hand resignation amp
ID000189,2020-04-19,pres xi amp chinese communist party ccp representing 14b oppressed chinese people fr
ID000190,2020-04-19,iambussie death people road people dieing covid19 work lagosia
ID000191,2020-04-19,covid 19 nigeria politically rigged wtf 70 cases lagos wa oooo
ID000192,2020-04-19,lagos records 70 cases covid19 day
ID000193,2020-04-19,12 cdns approx live canadas 4 western provinces 185 treated hospital
ID000194,2020-04-19,jackposobiec 30000 americans died month 2017 seasonal flu outcry dont remember
ID000195,2020-04-19,york mayor blasio asks trump telling city drop dead covid19
ID000196,2020-04-19,lancaster county continues report high percentage coronavirus deaths
ID000197,2020-04-19,charliekirk11 asked ridiculous wait trump office
ID000198,2020-04-19,lived small community reported 4 cases covid 19what
ID000199,2020-04-19,covid19 bioengineered lab setting simply natural selection response usatoday factchecker whet
ID000200,2020-04-19,19 update lagos heart beating fast
ID000201,2020-04-19,devastating report coronavirus deaths york initial coll
ID000202,2020-04-19,dicegreene read news sports star celebrity politician positive covid
ID000203,2020-04-19,jdiamond1 cnn challenging potus statements praise xi china handl
ID000204,2020-04-19,presssec realdonaldtrump invoking divine feminineplease rescue surrender
ID000205,2020-04-19,dr hurst fight covid19 continue decisions based facts scien
ID000206,2020-04-19,tegpt ptt fibrinogen ddimer readible markers
ID000207,2020-04-19,conquercovid19 limited canada hospitalized week earlier month covid19
ID000208,2020-04-19,announcement seemacms nursing homes report patients families cdc ar
ID000209,2020-04-19,chit screen wutttt symptoms covid19
ID000210,2020-04-19,denied diploma april dunn students disabilities options died covid19 washington po
ID000211,2020-04-19,caslernoel realdonaldtrump doesnt frigging work covid19 buying stock
ID000212,2020-04-19,health alert brings covid19 facts billions whatsapp
ID000213,2020-04-19,viber fight misinformation interactive chatbot multiple languages stay informed
ID000214,2020-04-19,sobering report death toll york city covid19 sobering heartbreaking
ID000215,2020-04-19,taeyong covid19 bad tyongfs single handedly beat shit covid19 king violence
ID000216,2020-04-19,3 canadian women killed seemingly partners distancing started police forces ris
ID000217,2020-04-19,danielnewman looked hood survived covid19 infection amp convalescent plasma rich
ID000218,2020-04-19,abc shilling chinas lies amp propaganda senator tom cotton fringe conspiracy theorist sugges
ID000219,2020-04-19,pray god covid19 overthe democrat party
ID000220,2020-04-19,forest loss diseases covid19 study ht
ID000221,2020-04-19,sc governor lift covid19 restrictions stores
ID000222,2020-04-19,police raids syracuse mosque continues holding daily prayers covid19 lockdown christians threatened fin
ID000223,2020-04-19,reminder united 750000 cases covid19 40000 deaths trump acted 2 weeks ea
ID000224,2020-04-19,current efforts address covid19 drug shortages
ID000225,2020-04-19,person trust facilitate informed ethical national conversation recover covi
ID000226,2020-04-19,everyones blaming trump mishandling covid19 fair raped environment stacked cour
ID000227,2020-04-19,making false comparisons ebola sars epidemic worse covid19
ID000228,2020-04-19,chriscuomo item actor requires amputation leg complications covid19 imperi
ID000229,2020-04-19,drivethrough covid19 testing initiative led hundreds thunder bayarea residents tested weeken
ID000230,2020-04-19,rsbnetwork president realdonaldtrump task force hold sunday news briefing
ID000231,2020-04-19,latest data pretty clear nynj hit harder america covid
ID000232,2020-04-19,catalunya nation starting covid 19 allowing children play cert
ID000233,2020-04-19,extremely helpful article learned nursing husband covid19
ID000234,2020-04-19,807 confirmed covid19 patients chelsea fellow residents isolation prayer
ID000235,2020-04-19,prison covid19 cases puts marion county confirmed cases ohio county
ID000236,2020-04-19,cuomo takes charge governor center deadly crisis response helped guide nation
ID000237,2020-04-19,wow nyt printed piece blamed fox news covid19 death ny bar owner cruise 31 ba
ID000238,2020-04-19,3 1 month covid19 death rate 1221 remaining 11 months 3001m
ID000239,2020-04-19,dc lobbyists raking cash covid19 crisis raw story
ID000240,2020-04-19,covid19 govt support ghanaian scientists develop vaccines
ID000241,2020-04-19,obesity biggest risk factors covid19
ID000242,2020-04-19,covid19 sacrificing mlb team team choose cardinals
ID000243,2020-04-19,80yearold man tested positive covid19 promise daughter damn virus wasnt
ID000244,2020-04-19,nyc told 5 years deblasio blood hands po ramos po liu assassinated 5 years 7900
ID000245,2020-04-19,prof hugh montgomery explains stay flu pass 13 10 cycles
ID000246,2020-04-19,track fight covid19 user hwf donating meal feedingamerica 28081
ID000247,2020-04-19,634 employees pork processing plant south dakota tested positive covid19 workers company
ID000248,2020-04-19,terrifying 1800 inmates ohio correctional facility test positive
ID000249,2020-04-19,rt preorder phonecase strap periode 1904 305 2 weeks price 30k custom fandom
ID000250,2020-04-19,covid19 wave imminent tragic healthcare workers battle weeks men
ID000251,2020-04-19,sudden covid19 cases appearing meat packing plants suddenly coronavirus outbreaks
ID000252,2020-04-19,led albertas biggest outbreak cargill meat plants hundreds covid19 cases
ID000253,2020-04-19,autotrader start deal online car delivered door local delivery
ID000254,2020-04-19,gary fowler detroit emergency rooms begging breathe turned
ID000255,2020-04-19,join monday april 20 2020 1110 pt 210 pm farmworkerjustice presents facebook live series
ID000256,2020-04-19,stimes covid19 revelations viral pardon pun irrefutable concrete evidence pm boj
ID000257,2020-04-19,breaking adjusted population covid19 deaths fatalities western european cou
ID000258,2020-04-19,denzdejz spreading covid19 2 factors 1 dense population 2 dense population
ID000259,2020-04-19,cognitive dissonance reducing selfexempting rationalisations isolation breachers favou
ID000260,2020-04-19,sampaloc manila lockdown district number confirmed cases city 98
ID000261,2020-04-19,nations businesses sought financial aid weeks prior 306 covid19 fund cbc news
ID000262,2020-04-19,launched online residents report issues noncompliance including individu
ID000263,2020-04-19,chief antonio guterres salutes india helping 55 coronavirushit countries sending hydroxychloroquine ot
ID000264,2020-04-19,president takes 2 qtips covid19 briefing today
ID000265,2020-04-19,police raids syracuse mosque continues holding daily prayers covid19 lockdown christians threatened
ID000266,2020-04-19,tedlieu presssec 10 testing county usa 33 people tested covid19
ID000267,2020-04-19,disappointed obama proper covid 19 tests 3 years trumps presid
ID000268,2020-04-19,hundreds cases cargill meat plant high river alberta employees worked elbowtoe
ID000269,2020-04-19,thousands israelis brave covid19 health risks protest netanyahu mendesonca rodaped
ID000270,2020-04-19,leaving mittromney rep senators panel sign
ID000271,2020-04-19,dont barca president covid19
ID000272,2020-04-19,lagos decided create covid19 test centers lgs cases discovered today sign
ID000273,2020-04-19,argentina showing humane covid19 response thenation
ID000274,2020-04-19,view canadas laurentian elite time lay blame covid19 pandemic foot
ID000275,2020-04-19,local government units province ilocos sur imposed liquor ban april enhanced communi
ID000276,2020-04-19,live lagos robbed government loss lagosians facing wor
ID000277,2020-04-19,expensive scarce kits wasted stupidity positive covid 19
ID000278,2020-04-19,la estimacin del acumulado casos positivos era 1069 la realidad 1035
ID000279,2020-04-19,thanking doctors nurses covid19 thanking
ID000280,2020-04-19,forget covid19 awhile
ID000281,2020-04-19,ayemojubar lost 3 healthcare workers dr emeka drpt otegbeye dr aminuyet covid
ID000282,2020-04-19,fight covid19 team invistas kingston ontario facility producing nylon 66 bei
ID000283,2020-04-19,stayhome staysafe covid19
ID000284,2020-04-19,point fighting pandemics covid19 american stupidity
ID000285,2020-04-19,kappasigmahq hope mandatory 10 person limit gatherings members role
ID000286,2020-04-19,releasing criminals protect covid19 simultaneously arresting free people exercising thei
ID000287,2020-04-19,north face responders discount covid19
ID000288,2020-04-19,brooklyn hospital center hospitals testing convalescent plasma theory plasma recov
ID000289,2020-04-19,common conversations businesses time covid19
ID000290,2020-04-19,toll impossible 7300 people living longterm care died covid19
ID000291,2020-04-19,comparing covid19 response uk figures bad fine bit
ID000292,2020-04-19,1 trump lies lot lies catching trusted info becau
ID000293,2020-04-19,getmejames timcast nyc comparison flu influenza deaths 7607 14167 100
ID000294,2020-04-19,covid19 tests proportion population selected country rankings 1 iceland 12 10 norway 25 18 italy 2
ID000295,2020-04-19,participating asianreadathon month great list released books asian authors
ID000296,2020-04-19,sergio aguero doctor star jodie whittaker eastenders actor danny dyer famous faces leading le
ID000297,2020-04-19,emergency doctor hussein al abbasi resorted sleeping car told leave share house covid19 fears
ID000298,2020-04-19,cuomo takes charge governor center deadly crisis response helped guide
ID000299,2020-04-19,bsonenstein covid patients rikers tylenol
ID000300,2020-04-19,covid19 screening sufficient based standards dghisham considers testing sufficient 10 po
ID000301,2020-04-19,joe biden win wyoming democratic primary abc news projects based analysis vote wyoming demo
ID000302,2020-04-19,tonight symonedsanders actor tonygoldwyn hosting town hall focused covid19 impacting workers
ID000303,2020-04-19,covid19 race religion colour caste creed language borders striking response conduct
ID000304,2020-04-19,episode lost month february lefts narrative response covid19
ID000305,2020-04-19,adequate protection estimates 300000 africans lose lives covid19
ID000306,2020-04-19,good news current strange covid19 situation 7 yo
ID000307,2020-04-19,covid 19 control law order control administration control
ID000308,2020-04-19,sweden employed approach health care united
ID000309,2020-04-19,rate deaths elderly increasing kano days weeks alarming couldn
ID000310,2020-04-19,police raids syracuse mosque continues holding daily prayers covid19 lockdown christians threatened fin
ID000311,2020-04-19,covid19 starts ravaging northern nigeria hide true figures elections wont win
ID000312,2020-04-19,fbi cybercrime reports increased 2 3 times covid19 coin telegraph
ID000313,2020-04-19,big red shop times pandemic
ID000314,2020-04-19,attackers distribute beware domains
ID000315,2020-04-19,
ID000316,2020-04-19,bipartisan national association secretaries includes election officials 40
ID000317,2020-04-19,news alert dr vladimir zelenko boardcertified family practitioner ny treated 699 covid19
ID000318,2020-04-19,expecting kind news covid19
ID000319,2020-04-19,conditions chronic fatigue syndrome linked viral infections covid19 virus
ID000320,2020-04-19,alex jones arrived close america rally 300 protestors wearing face masks swarmed
ID000321,2020-04-19,reporter asked trump cdc tests unreliable lack oversight obama admin assume fro
ID000322,2020-04-19,realtime tracking covid19 rt effective reproduction number worldwide country based kevin systroms jupyter note
ID000323,2020-04-19,chinese governments deliberate coverup covid19 responsible destructive deadly glo
ID000324,2020-04-19,tune watch symonedsanders actor tonygoldwyn host town hall covid19 impacted workers entertai
ID000325,2020-04-19,stronger statements foreign ministry chinas exploitation covid19 press priorities
ID000326,2020-04-19,realdonaldtrump foxnews invoking divine feminineplease rescue surrender
ID000327,2020-04-19,covid19 clusters 596 cases brings countrys total 6588
ID000328,2020-04-19,breaking rnc chairwoman amp betsy devos hired professional organizers protesters protest stayathome orders va
ID000329,2020-04-19,sniff test identify
ID000330,2020-04-19,grandma recovered covid 19
ID000331,2020-04-19,extends gratitude provinces china gorgeous light
ID000332,2020-04-19,
ID000333,2020-04-19,happy 420 fuck covid19
ID000334,2020-04-19,60 nursing homes covid19 cases
ID000335,2020-04-19,prime minister prayut chanocha decide month ease economic restrictions ligh
ID000336,2020-04-19,doubt compensate covid19 damages smell war countri
ID000337,2020-04-19,nicksporcich fuked response covid19 america amp stupid
ID000338,2020-04-19,realdonaldtrump senatortimscott invoking divine feminineplease rescue surrender
ID000339,2020-04-19,covid19 emergency food response jidesanwoolu lagosagric1 abiolusanya unclejyde
ID000340,2020-04-22,national treasurys response covid19 pandemic cuts sectorshealth water ksh 18b di
ID000341,2020-04-22,educendowfoundn produced set resources designed schools parentscarers support lea
ID000342,2020-04-22,jadande casino open lawsuit covid19 cluster traced
ID000343,2020-04-22,covid19 diabetic man dies lack food medicine delhi quarantine centre mohamed musthafa resident coimbatore
ID000344,2020-04-22,sharing katie sweet family mom2nemo covid19 relief coelh
ID000345,2020-04-22,great meeting realdonaldtrump today whitehouse discuss ongoing response covid19 grateful
ID000346,2020-04-22,clear covid19 testing late april trump tests admitted
ID000347,2020-04-22,13news pointed items listed ppe kits medical staff fighting covid19 va offered
ID000348,2020-04-22,uofl developed technology believed block coronavirus infecting human cells uofl researchers hope fas
ID000349,2020-04-22,rocket science simply math week lost americans covid19 6 weeks
ID000350,2020-04-22,dhanyawad pmoindia narendramodi creating personal bodyguard indian fight covid19
ID000351,2020-04-22,pay billionaire work lines pocket tesla ceo elonmu
ID000352,2020-04-22,epidemic sweden lock bonus swedish population
ID000353,2020-04-22,thread articles posted uncoverdc 1 curve flat written ajkaywriter htt
ID000354,2020-04-22,doubt deny severity intensity reality covid19 eyes
ID000355,2020-04-22,ekiti records covid19 death mother thecable
ID000356,2020-04-22,secupp interview books fear citizens happen las vegas stay
ID000357,2020-04-22,continue deliver services pandemic actively seeking opportunities charityhouruk fund
ID000358,2020-04-22,todays daily adamliptak explains major supreme court decision jury verdicts offers clues justices
ID000359,2020-04-22,yosemite national park closed visitors bears thriving
ID000360,2020-04-22,stewart vancouver residents orders helping flatten curve outb
ID000361,2020-04-22,controls british government response covid19 great article vanessabeeley ukc
ID000362,2020-04-22,kojoagyyeman reports process noguchi memorial institute covid19 tests
ID000363,2020-04-22,75 public companies covid19 loans meant small businesses admit federal response screw
ID000364,2020-04-22,houstons kprc expos covid19 reality report houston metro area
ID000365,2020-04-22,covid19 causing outbreak pseudoscience thought spend time talking science
ID000366,2020-04-22,spokeswoman va decided sell small excess equipment procured ebola treatme
ID000367,2020-04-22,solo govt exit plan wind public health restrictions consultation agreeme
ID000368,2020-04-22,warning greek authorities announced 150 people tested positive lockeddown migrant hotel cou
ID000369,2020-04-22,severely punish challenging measures covid19
ID000370,2020-04-22,released model academic partners showing covid19 claim lives 100000 mor
ID000371,2020-04-22,constant peddling disinformation chief executive fox news social media wil
ID000372,2020-04-22,phonein radio interview hughhewitt asked durham investigation origins fbi 2016 ru
ID000373,2020-04-22,doctors increasingly convinced covid19 attacks lungs kidneys heart intest
ID000374,2020-04-22,gates writes prime minister narendra modi commend leadership proactive measures gov
ID000375,2020-04-22,ericmetaxas vdhanson flu mortality thought mulitples
ID000376,2020-04-22,forget fendi pastor tony rapu dr ezekiel alphonsus facebook
ID000377,2020-04-22,coronavirus australia calls international scrutiny animal wet markets
ID000378,2020-04-22,fed 24 needle felt kits perfect solution
ID000379,2020-04-22,covid19 survivor protesters cnn
ID000380,2020-04-22,resources physiotherapy stjamesdublin developed support covid19 patients advice managing sho
ID000381,2020-04-22,realdonaldtrump navy combat drugs president war
ID000382,2020-04-22,loved chance positive innovation coming companies executives grapple
ID000383,2020-04-22,listen peanut gallery episode 15 ben mahar politics covid19 2020 race peanut gallery podcast
ID000384,2020-04-22,insane number car thefts 50 percent nyc shutdown
ID000385,2020-04-22,coronavirus authorities manaus brazil begun digging mass graves bury increasing number coronavirus vic
