id,created_at,original_text,neg,neu,pos,compound
ID008249,2020-08-29,imaanzhazir distance covid19 government impose ban,0.592,0.408,0.0,-0.7003
ID008250,2020-08-29,congress party millions students risk safety competit,0.181,0.345,0.474,0.5267
ID008251,2020-08-29,teachers bleating minute government covid19 bubble lazy 6,0.294,0.706,0.0,-0.3612
ID008252,2020-08-29,covid19 cape hospitals allowing patients receive visitors,0.0,1.0,0.0,0.0
ID008253,2020-08-29,100 cases covid19 recorded quarantine facilities general public,0.0,1.0,0.0,0.0
ID008254,2020-08-29,chennai super kings suffered blow deepak chahar player camp tes,0.212,0.53,0.258,0.1779
ID008255,2020-08-29,bandra dcp abhishek trimukhe tested covid 19 positive source republic karma drama,0.0,0.753,0.247,0.5574
ID008256,2020-08-29,daily column covid19,0.0,1.0,0.0,0.0
ID008257,2020-08-29,fair work ombudsman eyes set large corporations clydeconews,0.0,0.753,0.247,0.3182
ID008258,2020-08-29,funny people condemn trump calling covid19 china virus damn america,0.349,0.461,0.191,-0.34
ID008259,2020-08-29,free webinar recess planning safe effective recess experiences time covid19,0.0,0.429,0.571,0.8519
ID008260,2020-08-29,serum institute india started trial vaccine mysuru volunteers receiving,0.0,1.0,0.0,0.0
ID008261,2020-08-29,cuts amp question,0.524,0.476,0.0,-0.296
ID008262,2020-08-29,bowl ice cream scoop stand chance win exciting prizes,0.0,0.227,0.773,0.9118
ID008263,2020-08-29,guidance schools confirmed case school england result entire year group,0.0,1.0,0.0,0.0
ID008264,2020-08-29,senior trump official trumps rnc party catch covid19 youtube,0.0,0.748,0.252,0.4019
ID008265,2020-08-29,openly mayor talks bidenharris ticket long beac,0.0,1.0,0.0,0.0
ID008266,2020-08-29,covid19 updatesindia updated 29082020 111415 todays report cases 7041 recoveries 2,0.0,1.0,0.0,0.0
ID008267,2020-08-29,,0.0,0.0,0.0,0.0
ID008268,2020-08-29,dinshawofficial 1st bowl,0.0,1.0,0.0,0.0
ID008269,2020-08-29,friday 127 cases covid19 recorded repof ireland 24hrsno deaths,0.0,1.0,0.0,0.0
ID008270,2020-08-29,officially patient covid19 curated today proclaiming,0.0,1.0,0.0,0.0
ID008271,2020-08-29,rameshlaus covid 19 deepakchahar9 reply instagram,0.0,1.0,0.0,0.0
ID008272,2020-08-29,coronavirus african union member 55 reporting covid19 cases 1228971 deaths 29087 recoveries,0.0,1.0,0.0,0.0
ID008273,2020-08-29,kuwait delegate addressing measures country counter covid19 pandemic,0.0,1.0,0.0,0.0
ID008274,2020-08-29,south africa sign deal produce covid19 vaccine boosting access immunization continen,0.0,0.806,0.194,0.34
ID008275,2020-08-29,1500 white house lawn night high risk event spread covid19 100000 lincoln memorial today,0.139,0.861,0.0,-0.2732
ID008276,2020-08-29,senrickscott foxnews danaperino dear sir legal immigrants india waiting 15 yr,0.0,0.687,0.313,0.4767
ID008277,2020-08-29,hanauma bay recovering closure,0.0,1.0,0.0,0.0
ID008278,2020-08-29,covid19 india records 76472 cases 24 hrs tally crosses 34 lakh mark track latest news updates,0.0,1.0,0.0,0.0
ID008279,2020-08-29,communities amp international cooperation heart response thoughtful read,0.0,0.729,0.271,0.3818
ID008280,2020-08-29,patient diagnosed coronavirus april continued feel month,0.0,1.0,0.0,0.0
ID008281,2020-08-29,,0.0,0.0,0.0,0.0
ID008282,2020-08-29,members tested covid19 positive upcoming matches,0.0,0.581,0.419,0.5574
ID008283,2020-08-29,1000 hcws dead 14th dr bright forced procure supplies countries,0.424,0.407,0.169,-0.6597
ID008284,2020-08-29,teacher isolate contact student covid19 boris fucking scumbag,0.512,0.488,0.0,-0.7425
ID008285,2020-08-29,experts risk catching covid19 hotel stay long rooms,0.231,0.769,0.0,-0.2732
ID008286,2020-08-29,covid 19 god blaming china spreading,0.344,0.43,0.226,-0.2732
ID008287,2020-08-29,highest infection rate read factcheck differenc,0.0,1.0,0.0,0.0
ID008288,2020-08-29,save elsa wave 9 report online launch thursday 8th october 2020 15001630 bst presentations,0.0,0.789,0.211,0.4939
ID008289,2020-08-29,district maximum 198 positive cases reported friday indore 13,0.0,0.69,0.31,0.5574
ID008290,2020-08-29,matchday afcbridgnorth friendly greenfields tf9 3sl 3pm ko adults 3 concessions 1 u16s free,0.0,0.606,0.394,0.7579
ID008291,2020-08-29,trump supporter watched trample laws spread hatred ignore covid19 late,0.424,0.443,0.133,-0.6808
ID008292,2020-08-29,peoples mojahedin organization iran pmoi announced afternoon august 27 2020,0.0,1.0,0.0,0.0
ID008293,2020-08-29,nygovcuomo york undercover nurse confirms covid19 criminal hoax,0.478,0.522,0.0,-0.6705
ID008294,2020-08-29,average countries women suffered deaths covid19 nations governed men,0.286,0.714,0.0,-0.4939
ID008295,2020-08-29,wave layoffs washing major companies settle long period uncertainty relate,0.211,0.789,0.0,-0.34
ID008296,2020-08-29,experts philippines study salivabased testing detect coronavirus infection offic,0.0,1.0,0.0,0.0
ID008297,2020-08-29,safe continue downward trend number covid19 cases citations giv,0.0,0.625,0.375,0.4939
ID008298,2020-08-29,ghanaian chronicleglobal leaders urge south korea correct religious oppression covid19,0.0,1.0,0.0,0.0
ID008299,2020-08-29,time herd immunity covid19 masks enjoy life freedom stay,0.0,0.486,0.514,0.8126
ID008300,2020-08-29,weshtlad toronto childrens hospital recommends school masks social distancing detailed report htt,0.0,0.853,0.147,0.2263
ID008301,2020-08-29,learnt haryana chief minister manohar lal khattar ji admitted medanta hospital gurgaon,0.0,0.887,0.113,0.1027
ID008302,2020-08-29,sjkc subang confirms covid19 case report,0.0,1.0,0.0,0.0
ID008303,2020-08-29,cmotamilnadu rdoraikkannuofl dear sir covid19 unable pay exam fee suddenly announcement,0.108,0.692,0.2,0.296
ID008304,2020-08-29,50 drinks thebrewcrewmy merdeka screenshot ig post amp barista 31st,0.0,1.0,0.0,0.0
ID008305,2020-08-29,countries doctors nurses,0.0,1.0,0.0,0.0
ID008306,2020-08-29,additional 3637 covid19 cases tallied doh saturday aug 29 2020 pushed countrys tot,0.0,1.0,0.0,0.0
ID008307,2020-08-29,twentytwo teams 176 riders set nice reach champs elysees september 20,0.0,0.544,0.456,0.6908
ID008308,2020-08-29,realdonaldtrump requesting federal government fighting covid19 ig,0.294,0.706,0.0,-0.3612
ID008309,2020-08-29,showdown president cyrilramaphosa leader moment stare political demonthis mom,0.0,1.0,0.0,0.0
ID008310,2020-08-29,today uks fight accelerated launch uk consortium ukc,0.271,0.729,0.0,-0.3818
ID008311,2020-08-29,um msu wont release campus covid19 numbers,0.0,1.0,0.0,0.0
ID008312,2020-08-29,chennai super kings player deepak chahar ruturaj gaikwad tested positive covid19,0.0,0.545,0.455,0.8176
ID008313,2020-08-29,disrupted tourism trade cut remittances pacific island countries learn imf hel,0.174,0.826,0.0,-0.2732
ID008314,2020-08-29,dinshawofficial bowl 1,0.0,1.0,0.0,0.0
ID008315,2020-08-29,time moving maintain health covid19 pandemic,0.0,1.0,0.0,0.0
ID008316,2020-08-29,najorbruce bruce wars covid19 printing money peop,0.375,0.625,0.0,-0.5574
ID008317,2020-08-29,south korea running sickbeds covid19 resurgence,0.0,1.0,0.0,0.0
ID008318,2020-08-29,hikowota influenza viruses vastly coronaviruses rna structure attack,0.307,0.693,0.0,-0.4767
ID008319,2020-08-29,salivabased diagnostic tests conducted india detection covid19 government deems,0.0,1.0,0.0,0.0
ID008320,2020-08-29,clear peoples fulfilled people depending community amp vo,0.0,0.526,0.474,0.6597
ID008321,2020-08-29,dont licence covid19 vaccine dont liability kills,0.0,0.53,0.47,0.5334
ID008322,2020-08-29,breaking country recorded surge coronavirus infections total reaching 213131 saturday,0.0,0.833,0.167,0.2023
ID008323,2020-08-29,concern widespread covid19 transmission syria,0.0,1.0,0.0,0.0
ID008324,2020-08-29,airnewshindi hope government good decisions covid 19,0.0,0.463,0.537,0.7003
ID008325,2020-08-29,group ab component plasma kem hospitalrastha pethpune 01 units patient avinash sowani mob 98902,0.0,1.0,0.0,0.0
ID008326,2020-08-29,haitian family contractors border hotel told feed ice 1yearold daughter case,0.0,1.0,0.0,0.0
ID008327,2020-08-29,vusinyamazana chriseva15 matigary cyrilramaphosa africansoil pietrampedi landnoli finley198 mdlulintate,0.0,1.0,0.0,0.0
ID008328,2020-08-29,oxorius june 4 2020 photocard licences expire 1 feb 2020 31 aug 2020 extended,0.0,1.0,0.0,0.0
ID008329,2020-08-29,mystery joe biden tweeted pandemic months americas pandemic covid19 china,0.0,1.0,0.0,0.0
ID008330,2020-08-29,report ngrsenate management nddconline paid n856 attend graduation cere,0.0,1.0,0.0,0.0
ID008331,2020-08-29,rashtrapatibhvn students forced exam covid19 situation exam,0.333,0.667,0.0,-0.4588
ID008332,2020-08-29,covid19 testing centres open birmingham,0.0,1.0,0.0,0.0
ID008333,2020-08-29,gov newsom unveils tiered covid19 guidelines,0.0,1.0,0.0,0.0
ID008334,2020-08-29,german government removed uk list safe countries partial risk list,0.162,0.615,0.223,0.2023
ID008335,2020-08-29,heard rotimiakeredolu neglected owo poly pre covid 19 era understand,0.274,0.726,0.0,-0.5267
ID008336,2020-08-29,oany group covid19 recovered plasma donor fortis hospital sector 62 noida 97183802,0.0,1.0,0.0,0.0
ID008337,2020-08-29,experience covid19 easily catastrophe befall species raghu karnad sat 29 aug 2020 1700,0.247,0.618,0.135,-0.4588
ID008338,2020-08-29,covid19 universities ready resume union concoursenews,0.0,0.667,0.333,0.3612
ID008339,2020-08-29,south korea reports 323 covid19 cases deaths,0.0,1.0,0.0,0.0
ID008340,2020-08-29,cheeps covid19 community health economic empowerment project,0.0,1.0,0.0,0.0
ID008341,2020-08-29,aug 29 2020 1409 ist covid19 tests india cross 4 croremark 40406609 tests conducted,0.0,1.0,0.0,0.0
ID008342,2020-08-29,postpone exams jee net neet covid 19 control,0.213,0.787,0.0,-0.2263
ID008343,2020-08-29,eduminofindia dgnta drrpnishank pmoindia pibindia mygovindia narendramodi transformindia ddnewslive pibhindi mib,0.0,1.0,0.0,0.0
ID008344,2020-08-29,genuinely brutal year unfolded incredible impact covid19,0.406,0.594,0.0,-0.6249
ID008345,2020-08-29,small number cases covid19 rohingya camps people humanitarian sector,0.0,0.86,0.14,0.0772
ID008346,2020-08-29,arrest premiumtimesng learnt borders allegations abuse office covid19 spending nddc,0.452,0.548,0.0,-0.765
ID008347,2020-08-29,great vaonews interview ungenevabased correspondent lisa schlein director yasminesherif1 pande,0.0,0.687,0.313,0.6249
ID008348,2020-08-29,reminder konzatech konza technopolis development authority welcomes webinar themed role emerging,0.0,0.692,0.308,0.4588
ID008349,2020-08-29,cayuga county reports covid19 cases hospitalization auburn citizen retweet,0.0,1.0,0.0,0.0
ID008350,2020-08-29,eduminofindia dgnta drrpnishank pmoindia pibindia mygovindia narendramodi transformindia ddnewslive pibhindi mi,0.0,1.0,0.0,0.0
ID008351,2020-08-29,waspi woman high risk covid19 forced work survive,0.459,0.541,0.0,-0.6249
ID008352,2020-08-29,csk speedy recovery,0.0,1.0,0.0,0.0
ID008353,2020-08-29,listen mrdemidemi1 normal wise safe careful order onlin,0.0,0.397,0.603,0.765
ID008354,2020-08-29,partnering public private sectors mobilizing resources rapidly advance lead covid19 vaccine,0.0,1.0,0.0,0.0
ID008355,2020-08-29,freshfmabeokuta dont govt shld rest time increasing pms price hav,0.0,1.0,0.0,0.0
ID008356,2020-08-29,labor calls minister richard colbeck sacked handling,0.0,1.0,0.0,0.0
ID008357,2020-08-29,vickyintheuk radical overhaul practices england paid vaccinations april gp,0.0,1.0,0.0,0.0
ID008358,2020-08-29,maroofabhat reduced 30 syll class 12th virus,0.0,1.0,0.0,0.0
ID008359,2020-08-29,yfm luckystarsa losing job covid19 finally step starting registe,0.245,0.755,0.0,-0.3818
ID008360,2020-08-29,final year students relief making exams easy infected covid19,0.211,0.395,0.395,0.4215
ID008361,2020-08-29,samsonkasumba reason convinced dont covid 19 covid fear elections,0.248,0.543,0.209,-0.128
ID008362,2020-08-29,ramanathapuram district covid19 updates corona spreaddeath 24hrs 393 total corona spreaddeath district 4523,0.0,1.0,0.0,0.0
ID008363,2020-08-29,covid19 period people hill stations waterfalls panoasis basement multip,0.0,1.0,0.0,0.0
ID008364,2020-08-29,reason quarantine protocols sops rigorously play,0.179,0.513,0.308,0.25
ID008365,2020-08-29,chadwick boseman 141 covid19 cases ja jah staaaar dis rough 2020,0.0,1.0,0.0,0.0
ID008366,2020-08-29,covid politicians compared anxious pe,0.333,0.667,0.0,-0.25
ID008367,2020-08-29,public health england direct documented evidence possession proves sarscov2 virus,0.0,1.0,0.0,0.0
ID008368,2020-08-29,mollyjongfast cryborg good day canada,0.0,0.58,0.42,0.4404
ID008369,2020-08-29,climate change covid19 intersected blackrocks global summit chairman ceo larry fink spoke bl,0.0,0.784,0.216,0.5106
ID008370,2020-08-29,covid 19 impact mumbais health services 60 decline immunization 18 dip childbirth hospitals 52,0.0,1.0,0.0,0.0
ID008371,2020-08-29,pleased launch peter friends experience covid19 oct day live,0.0,0.538,0.462,0.7184
ID008372,2020-08-29,listen dont house party hotspot spread covid19,0.273,0.727,0.0,-0.3089
ID008373,2020-08-29,rahulgandhi warned bjp govt feb 12 seriousness covid19 drharshvardhan dismissed concerns,0.268,0.732,0.0,-0.3182
ID008374,2020-08-29,trumps response covid19 killed brother kill family criminal negligence,0.677,0.323,0.0,-0.9274
ID008375,2020-08-29,group covid19 recovered plasma donor apollo hospital bannerghatta road,0.0,1.0,0.0,0.0
ID008376,2020-08-29,risk contracting covid19 risk consequences,0.583,0.417,0.0,-0.4939
ID008377,2020-08-29,shamikaravi baffling experts failing highlight clear pattern massively reduced testing weekendsho,0.202,0.491,0.307,0.1779
ID008378,2020-08-29,today 210 covid19 cases island crucial adhere public health guidelines,0.0,1.0,0.0,0.0
ID008379,2020-08-29,children carry coronavirus noses throats weeks dont symptoms explain,0.0,1.0,0.0,0.0
ID008380,2020-08-29,2nann tegangeorge read legislation 2restrictions people entering covid19 hotspot person,0.0,1.0,0.0,0.0
ID008381,2020-08-29,fixed gd bakshi amp arnab combo mujhe drugs journalism shameful nation watching,0.225,0.775,0.0,-0.4939
ID008382,2020-08-29,afpec 5 virtual conference live topic post covid19 expanding business horizons scaling hurdles,0.0,1.0,0.0,0.0
ID008383,2020-08-29,france students extremely worried indian students issues covid19 pandemic extreme floods,0.2,0.8,0.0,-0.3597
ID008384,2020-08-29,protesters started gathering berlins brandenburg gate mass protest covid19 restri,0.328,0.672,0.0,-0.4404
ID008385,2020-08-29,arnabofficial7 waiting hear dcp abhishek trimukhe died covid19,0.34,0.66,0.0,-0.5574
ID008386,2020-08-29,true nearhysteria quarters james obrien child dies,0.0,0.682,0.318,0.4215
ID008387,2020-08-29,responsible amp waste saline bottles thrown ajith singh,0.252,0.541,0.207,-0.128
ID008388,2020-08-29,cmotamilnadu sir mkstalin supporting,0.0,0.508,0.492,0.4404
ID008389,2020-08-29,opening covid19 testing centre,0.0,1.0,0.0,0.0
ID008390,2020-08-29,fuck cancer fuck covid19 fuck racism fuck nigeria politiciansand fuck 2020,0.867,0.133,0.0,-0.9799
ID008391,2020-08-29,covid19 stars ft realdonaldtrump speakerpelosi senatemajldr nygovcuomo hologram joebiden,0.0,1.0,0.0,0.0
ID008392,2020-08-29,governor desantis department health claims number covid19 cases florida schools confidential,0.0,0.885,0.115,0.0772
ID008393,2020-08-29,drharshvardhan mocked shri rahulgandhi refused warning earlier finally,0.58,0.42,0.0,-0.7096
ID008394,2020-08-29,australia august 28th recovery trial australian parliament craig kelly member parliament vido sm,0.0,1.0,0.0,0.0
ID008395,2020-08-29,realdonaldtrump disgraceful send national guard white house deadly,0.0,1.0,0.0,0.0
ID008396,2020-08-29,warning young people lightly illness mortality st,0.505,0.495,0.0,-0.6249
ID008397,2020-08-29,indias unemployment rate rises 2711 covid19 crisis cmie,0.538,0.462,0.0,-0.7906
ID008398,2020-08-29,havent looked covid 19 death numbers min losing 1k people day wi ld,0.371,0.629,0.0,-0.7579
ID008399,2020-08-29,fergalbowers humanises 70 people social groups contr,0.0,1.0,0.0,0.0
ID008400,2020-08-29,tough months publicans hope package measures needed support,0.124,0.413,0.463,0.6249
ID008401,2020-08-29,hrw report maduro regime lashing police covid19 excuse crack disse,0.0,0.874,0.126,0.0772
ID008402,2020-08-29,restrictions pushed local economy brink collapse leaving,0.348,0.652,0.0,-0.4939
ID008403,2020-08-29,great initiatives announced westjet slow spread covid19,0.0,0.594,0.406,0.6249
ID008404,2020-08-29,mvlouisemichel fantastic news,0.0,0.357,0.643,0.5574
ID008405,2020-08-29,shop year long online click,0.0,1.0,0.0,0.0
ID008406,2020-08-29,realdonaldtrump making safe covid19 football big10 happen,0.0,0.674,0.326,0.4404
ID008407,2020-08-29,breaking news chennai super kings talisman ipl 2020 opting return,0.0,0.698,0.302,0.5994
ID008408,2020-08-29,rugged individualism collective inaction covid19 pandemic paper samuelbazzi melese,0.2,0.8,0.0,-0.25
ID008409,2020-08-29,sooo happen walmart dont wave li,0.0,1.0,0.0,0.0
ID008410,2020-08-29,indias unemployment rate rises 2711 covid19 crisis cmie narendramodi sandeepanaberu,0.467,0.533,0.0,-0.7906
ID008411,2020-08-29,96000 people died 408 cities checkered 31 provinces accord,0.31,0.69,0.0,-0.5574
ID008412,2020-08-29,traveling enroll trip smart traveler enrollment program receive alerts des,0.0,0.769,0.231,0.4019
ID008413,2020-08-29,young batsman ruturaj gaikwad tested positive covid19 player deepak chahar test posit,0.0,0.753,0.247,0.5574
ID008414,2020-08-29,read legislation 2restrictions people entering covid19 hotspot person cov,0.0,1.0,0.0,0.0
ID008415,2020-08-29,high rising covid19 preventive measuresif install sanitary ga,0.0,1.0,0.0,0.0
ID008416,2020-08-29,washoe county resident infected covid19 study nevada public health labs unr school,0.225,0.775,0.0,-0.4939
ID008417,2020-08-29,billshortenmp wattlecosmos deadly crisis aged care continues damage scott morrison,0.417,0.4,0.183,-0.6249
ID008418,2020-08-29,derrickra skewycat katefantom geniepointev agreed installed atkins car park,0.0,0.792,0.208,0.2732
ID008419,2020-08-29,education minister conduct exams,0.0,1.0,0.0,0.0
ID008420,2020-08-29,jamaica today recorded 141 cases bringing count 2011 health ministry sai,0.0,1.0,0.0,0.0
ID008421,2020-08-29,children died covid19 ill,0.762,0.238,0.0,-0.7506
ID008422,2020-08-29,sick kids school test negative covid19 pediatricians warn parents,0.583,0.417,0.0,-0.8126
ID008423,2020-08-29,sick kids school test negative covid19 pediatricians warn parents,0.583,0.417,0.0,-0.8126
ID008424,2020-08-29,update fight covid19 january 2020 india crossed peak cumulative tests,0.224,0.776,0.0,-0.3818
ID008425,2020-08-29,mrbiolog covid 19 iso baba,0.0,1.0,0.0,0.0
ID008426,2020-08-29,pensioner dies age care facility saves morrison government 100k year shit gov,0.214,0.595,0.19,-0.1027
ID008427,2020-08-29,activists dhemaji district nsui staged protest decision hold jee amp neet exams duri,0.143,0.857,0.0,-0.25
ID008428,2020-08-29,postpone neet jee india pandemic situation covid19 flooding,0.213,0.787,0.0,-0.2263
ID008429,2020-08-29,11 cases 1 local infection rodahidup ahkmlog cheongdesmond devilishram geanalyst imfseaaruna lowels,0.0,1.0,0.0,0.0
ID008430,2020-08-29,urgent friends nani tested positive coronavirusif yousomeone recovered covid19 wil,0.0,0.452,0.548,0.8176
ID008431,2020-08-29,hkrassenstein realdonaldtrump people minnesota hate trump botching response covid19 killing people,0.474,0.526,0.0,-0.8442
ID008432,2020-08-29,realdenisewelch public health england evidence sarscov2 isolation connection covid19,0.252,0.748,0.0,-0.4019
ID008433,2020-08-29,save college covid19 pandemic,0.0,0.484,0.516,0.4939
ID008434,2020-08-29,remember trudeau pegged canadas vaccine hopes cansino bio china kill deal predictably bu,0.254,0.595,0.151,-0.4404
ID008435,2020-08-29,today onyinyechie talk education covid19 era students faring educators adju,0.0,1.0,0.0,0.0
ID008436,2020-08-29,ons covid19 infection survey husband participate sceptical data,0.239,0.761,0.0,-0.296
ID008437,2020-08-29,afraid illness children school,0.474,0.526,0.0,-0.4019
ID008438,2020-08-29,climate strike headquarters support students india asked pass exams,0.134,0.625,0.241,0.296
ID008439,2020-08-29,tested positive covid19 test yesterday showing symptoms isolated myse,0.178,0.543,0.279,0.3182
ID008440,2020-08-29,produced short film lockdown girl trapped toxic household south africas covid19 lo,0.236,0.764,0.0,-0.5267
ID008441,2020-08-29,total 6 cms india fighting neet jee requesting ysjagan fight cms aga,0.362,0.638,0.0,-0.6249
ID008442,2020-08-29,american politics ladies gentlemen real real public servants,0.0,1.0,0.0,0.0
ID008443,2020-08-29,great antigen rapid test included heathrowairports trial aviation gr,0.0,0.661,0.339,0.6249
ID008444,2020-08-29,simondolan clue government consultation document conflates flu vaccine,0.271,0.729,0.0,-0.3818
ID008445,2020-08-29,poll telling postpone neet,0.388,0.612,0.0,-0.2263
ID008446,2020-08-29,chance nuclear war stands 11000 100 years chance engineered pandemic 130,0.245,0.503,0.252,-0.2263
ID008447,2020-08-29,willingly 4cc 2020 tickets covid19 officially declared fcking wor,0.0,1.0,0.0,0.0
ID008448,2020-08-29,3rd day row reports 75000 cases day aug 28th 76472 65000 reco,0.0,1.0,0.0,0.0
ID008449,2020-08-29,companies bring workers office thread twothirds britons spurning retur,0.0,1.0,0.0,0.0
ID008450,2020-08-29,consultation document human medicine regulations support rollout covid19 vaccines,0.0,0.748,0.252,0.4019
ID008451,2020-08-29,report illegal gatherings tmpdsafety 012 358 70956,0.375,0.625,0.0,-0.5574
ID008452,2020-08-29,return raina india big blow csk integral teams batting order 20,0.0,1.0,0.0,0.0
ID008453,2020-08-29,teams monitor player fitness covid19 lockdown,0.0,0.704,0.296,0.2732
ID008454,2020-08-29,dfe publish guidance schools respond rise infections 4 tiers set,0.0,1.0,0.0,0.0
ID008455,2020-08-29,good morning beautiful scotland visitsco,0.0,0.306,0.694,0.7783
ID008456,2020-08-29,upcoming drama resignation au papa cm sending constant request 4 exemptions examina,0.18,0.82,0.0,-0.296
ID008457,2020-08-29,survey issues perturbing urban indians include covid19 place unemp,0.0,1.0,0.0,0.0
ID008458,2020-08-29,covid19 cases slowed dizon,0.0,1.0,0.0,0.0
ID008459,2020-08-29,update covid19 1547 confirmed cases 24 hours 10 deaths 24 hours 644,0.0,1.0,0.0,0.0
ID008460,2020-08-29,jlpjamaica andrewholnessjm start showing actual leadership happening,0.0,1.0,0.0,0.0
ID008461,2020-08-29,stay understand explainer virus travel,0.0,1.0,0.0,0.0
ID008462,2020-08-29,1 china cdc report spread sarscov2 apt units plumbing evidence sarscov2 va,0.0,1.0,0.0,0.0
ID008463,2020-08-29,lot bikers joining protests policy,0.322,0.678,0.0,-0.2263
ID008464,2020-08-29,zimbabwean pledges months leave civil servants contract covid19,0.146,0.854,0.0,-0.0516
ID008465,2020-08-29,tgif weekend starts order delicious meals refreshing smoothies amp juices order,0.0,0.562,0.438,0.7906
ID008466,2020-08-29,ive ridiculous lock step nations sic uk nonsense,0.464,0.536,0.0,-0.6369
ID008467,2020-08-29,survey issues perturbing urban indians include covid19 place unemplo,0.0,1.0,0.0,0.0
ID008468,2020-08-29,2020 supposed year simple plan execute grow member base 500000 parallel improvi,0.0,1.0,0.0,0.0
ID008469,2020-08-29,prdpxbot zapier app checkout sale 90 curing covid19,0.0,1.0,0.0,0.0
ID008470,2020-08-29,harms public health election integrity result inperson election day severe ignore,0.464,0.391,0.145,-0.6908
ID008471,2020-08-29,edward webster 47yo nurse southpointe rehab greenville sc died 725 orphaned survived polio,0.201,0.615,0.184,-0.0772
ID008472,2020-08-29,countries cancelled exams india exams postponed,0.487,0.513,0.0,-0.4215
ID008473,2020-08-29,confirmed case coronavirus reinfection throws surprise infection sev,0.0,0.769,0.231,0.2732
ID008474,2020-08-29,learn virus learning reasonable number people dont recover theyll ha,0.18,0.706,0.115,-0.1867
ID008475,2020-08-29,migrant workers forced return homes losing jobs covid19 pandemic,0.444,0.556,0.0,-0.6808
ID008476,2020-08-29,hero watch black panther,0.0,0.455,0.545,0.5574
ID008477,2020-08-29,month welshgovernment told shielding follow advice rest wales,0.0,1.0,0.0,0.0
ID008478,2020-08-29,migrant workers forced return homes losing jobs covid19 pandemic continu,0.412,0.588,0.0,-0.6808
ID008479,2020-08-29,langer1973 therightmelissa sad country worse worse covid 19 unlik,0.608,0.392,0.0,-0.8519
ID008480,2020-08-29,offered 20m bribe poison cure madagascar president,0.515,0.485,0.0,-0.6486
ID008481,2020-08-29,covid19 update 82820 additional thurston county residents diagnosed covid19 17 total number covid19,0.0,0.902,0.098,0.0772
ID008482,2020-08-29,joshtow1 zaidthebossx chaickenss nlechoppa1 covid19sars2 downplaying god,0.0,0.741,0.259,0.2732
ID008483,2020-08-29,exceptions rules include military personnel humanitarian travel transit diplomatic travel,0.0,1.0,0.0,0.0
ID008484,2020-08-29,iwontcalmdown avonandsomerrob law,0.0,1.0,0.0,0.0
ID008485,2020-08-29,swamy39 general bakshi sympathy students floods amp covid19 neet jee ent,0.0,0.8,0.2,0.3612
ID008486,2020-08-29,community group black women philadelphia experiencing homelessness jo,0.0,1.0,0.0,0.0
ID008487,2020-08-29,signs symptoms covid19 fever body weakness cough difficulty breathing loss smell loss,0.551,0.449,0.0,-0.8316
ID008488,2020-08-29,staring reasons dont forget,0.0,0.643,0.357,0.1695
ID008489,2020-08-29,covid19 lockdown economic growth slowed leading unemployment rate whopping 24,0.215,0.593,0.193,-0.0772
ID008490,2020-08-29,dinshawofficial answer bowl 1,0.0,1.0,0.0,0.0
ID008491,2020-08-29,naomi oreskes book trust science refers climate change lessons applied,0.0,0.732,0.268,0.5106
ID008492,2020-08-29,ray increasing public discourse norm general practice som,0.0,1.0,0.0,0.0
ID008493,2020-08-29,lost 50000 indians covid19 sushant singh rajput died watch news,0.424,0.576,0.0,-0.7096
ID008494,2020-08-29,weve 2020 january kobe death feb pop smoke death march amp april covid19 outbreak deaths geor,0.358,0.642,0.0,-0.8316
ID008495,2020-08-29,trials covid19 drugs rapid pragmatic real evidence nondrug,0.0,1.0,0.0,0.0
ID008496,2020-08-29,chief ministers agreed petition supreme court challenge centres decision,0.0,0.462,0.538,0.7184
ID008497,2020-08-29,jeff regino continues work platformx kind job board committed adding commons aspects proj,0.0,0.667,0.333,0.6705
ID008498,2020-08-29,quarter cases infection registered august brought pe,0.0,1.0,0.0,0.0
ID008499,2020-08-29,thenbacommish adam silver shld pres leader times crisis challenges,0.331,0.565,0.105,-0.5859
ID008500,2020-08-29,game day today day shortened covid19 season sees 2nd xi wi,0.0,1.0,0.0,0.0
ID008501,2020-08-29,hope worldwide storm video gt,0.0,0.375,0.625,0.6124
ID008502,2020-08-29,dont stigmatise patients remember fight disease diseased,0.302,0.698,0.0,-0.3818
ID008503,2020-08-29,phle hot thi phr lg gya ab chotha panda hun,0.0,1.0,0.0,0.0
ID008504,2020-08-29,leaked government report suggests reasonable worst case scenario 85000 deaths uk winter cov,0.368,0.632,0.0,-0.7506
ID008505,2020-08-29,india witnessed covid19 miscarriage happen,0.0,1.0,0.0,0.0
ID008506,2020-08-29,oany group covid19 recovered plasma donor fortis hospital sector 62 noida 9718380244 971838,0.0,1.0,0.0,0.0
ID008507,2020-08-29,covid19 funding offer struggling west norfolk families,0.318,0.682,0.0,-0.4215
ID008508,2020-08-29,narendramodi biggest failure credited fm exfms dig sitharaman,0.28,0.508,0.212,-0.2023
ID008509,2020-08-29,3252 cases including 169 762 323 2503 recoveries reporte,0.0,1.0,0.0,0.0
ID008510,2020-08-29,today average citizen safer covid19 singapore south korea taiwan enjo,0.0,0.763,0.237,0.4215
ID008511,2020-08-29,assam 13 lockdown mla mps infected violated,0.569,0.431,0.0,-0.765
ID008512,2020-08-29,655 people recovered bringing total recoveries 135101 94 people,0.0,1.0,0.0,0.0
