id,created_at,original_text,neg,neu,pos,compound,neg,neu,pos,compound
ID018573,2020-04-27,time money small group wealthy americans outrageous senate republi,0.24,0.56,0.2,-0.128,0.24,0.56,0.2,-0.128
ID018574,2020-04-27,battles harsh reality reassure customers committed,0.458,0.167,0.375,-0.25,0.458,0.167,0.375,-0.25
ID018575,2020-04-27,christian response witness time wycliffeuoft,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018576,2020-04-27,israel record torture violence medical negligence amp inhumane prison conditions children,0.585,0.415,0.0,-0.9062,0.585,0.415,0.0,-0.9062
ID018577,2020-04-27,china fails racism africans,0.775,0.225,0.0,-0.7845,0.775,0.225,0.0,-0.7845
ID018578,2020-04-27,trump devoted percent coronavirus briefings offering condolences victims report,0.192,0.583,0.225,0.1027,0.192,0.583,0.225,0.1027
ID018579,2020-04-27,shottlandka johnwight1 bricsmedia china helpful amp ceaselessly utterly,0.0,0.714,0.286,0.4215,0.0,0.714,0.286,0.4215
ID018580,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018581,2020-04-27,continues respond pandemic partnering violetdefense develop solution,0.0,0.723,0.277,0.3182,0.0,0.723,0.277,0.3182
ID018582,2020-04-27,phishers abuse open redirect hhs website deliver racoon stealer,0.496,0.504,0.0,-0.7845,0.496,0.504,0.0,-0.7845
ID018583,2020-04-27,recovered 19 patients kenyatta university refferal hospital held unpaid bills threaten,0.206,0.794,0.0,-0.3818,0.206,0.794,0.0,-0.3818
ID018584,2020-04-27,slavery mbbs interns rajasthan,0.615,0.385,0.0,-0.7003,0.615,0.385,0.0,-0.7003
ID018585,2020-04-27,1032am sba unable accept applications eidl based appropriations funding open,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818
ID018586,2020-04-27,2 people san diego convention center homeless shelter test positive,0.0,0.69,0.31,0.5574,0.0,0.69,0.31,0.5574
ID018587,2020-04-27,tomorrow tues april 28 730 pm830 pm questions answered live nyc councilmember carlina,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018588,2020-04-27,ams contact school closure,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018589,2020-04-27,stand kapag mo puntahan mo happened,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018590,2020-04-27,tomorrow international workers memorial day join nation supporting minutes silence 11am remember,0.0,0.662,0.338,0.6249,0.0,0.662,0.338,0.6249
ID018591,2020-04-27,testing continues expand 1800 people completed public testing enrollment form,0.0,0.796,0.204,0.3182,0.0,0.796,0.204,0.3182
ID018592,2020-04-27,complex event analysis latest news 20200427 0901 pst news focus coronavirushealthviolence corona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018593,2020-04-27,bbclaurak bbcnews easily understood uk worse,0.326,0.421,0.253,-0.1779,0.326,0.421,0.253,-0.1779
ID018594,2020-04-27,indian government exploiting ramp suppression muslims comparing tactic,0.293,0.707,0.0,-0.4404,0.293,0.707,0.0,-0.4404
ID018595,2020-04-27,telehealth resource centers funding cares,0.0,0.571,0.429,0.4588,0.0,0.571,0.429,0.4588
ID018596,2020-04-27,fri 51 11am12pm attention researchers antisarscov2 antibody igg testing childrensla serology,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018597,2020-04-27,coronavirus catastrophic nations suffering food insecurity caused famine migration,0.603,0.397,0.0,-0.8442,0.603,0.397,0.0,-0.8442
ID018598,2020-04-27,speaker virtual community town hall week today chanelporchia founder ancientsong7 doula,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018599,2020-04-27,delhis health minister satyendarjain reached narela plasma donation center 25 donors donate blood plasma toda,0.0,0.909,0.091,0.1027,0.0,0.909,0.091,0.1027
ID018600,2020-04-27,happening imagine happen covid20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018601,2020-04-27,everards1849 called govt provide package support pubs cancelled rents fo,0.157,0.63,0.213,0.1779,0.157,0.63,0.213,0.1779
ID018602,2020-04-27,short testing levels needed safe reopening analysis,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404
ID018603,2020-04-27,protecting family estate plan lgbtqia person,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018604,2020-04-27,pranavm1502 quantumverd sad pretty weird virus men tha,0.369,0.385,0.246,-0.1531,0.369,0.385,0.246,-0.1531
ID018605,2020-04-27,regeneron major centre limerick test arthritis drug kevzara critically,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018606,2020-04-27,philip pullman boris johnsons government guilty conspiracy murder relation,0.645,0.355,0.0,-0.8979,0.645,0.355,0.0,-0.8979
ID018607,2020-04-27,javafoods eezeenoodles manufacture high energy protein supplement fortified,0.0,0.769,0.231,0.2732,0.0,0.769,0.231,0.2732
ID018608,2020-04-27,talking latest news impacts channel,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018609,2020-04-27,threatening immunisation gains africa experts sahara reporters pandemic caused,0.266,0.547,0.187,-0.25,0.266,0.547,0.187,-0.25
ID018610,2020-04-27,changed drastically months businesses including clients,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018611,2020-04-27,hold responsible cases worsen nigeria nigeria issa scam,0.49,0.35,0.161,-0.6908,0.49,0.35,0.161,-0.6908
ID018612,2020-04-27,senior bengal health department official tested positive died calcutta hospital sund,0.222,0.556,0.222,0.0,0.222,0.556,0.222,0.0
ID018613,2020-04-27,live time misinformation commonplace facts communicating,0.315,0.685,0.0,-0.3182,0.315,0.685,0.0,-0.3182
ID018614,2020-04-27,counting death funds amazing cuomo needed,0.333,0.342,0.325,-0.0258,0.333,0.342,0.325,-0.0258
ID018615,2020-04-27,good morning amp happy monday hope safe amp healthy sending wishes millio,0.0,0.264,0.736,0.9403,0.0,0.264,0.736,0.9403
ID018616,2020-04-27,appeal mamataofficial cooperative concerned people faced corona pand,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018617,2020-04-27,early weeks coronavirus epidemic recorded estimated 15400 excess deaths 2 times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018618,2020-04-27,ravaging countrys wealthiest black counties,0.0,0.556,0.444,0.4939,0.0,0.556,0.444,0.4939
ID018619,2020-04-27,class videos level,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018620,2020-04-27,merriamwebster publishing word year 2020 155 coronavirus 200 social distancing 200 covidiot,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018621,2020-04-27,chinese detection firm hacked source code sold dark web csecurityalerts news,0.213,0.787,0.0,-0.4019,0.213,0.787,0.0,-0.4019
ID018622,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018623,2020-04-27,estimated 1 3 people planet mfer hissy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018624,2020-04-27,ensure healthy safe workplace workers provide adequate handwashing facilities site fo,0.0,0.409,0.591,0.8442,0.0,0.409,0.591,0.8442
ID018625,2020-04-27,aarogya setu goi mobile app contact tracing amp dissemination advisories spread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018626,2020-04-27,strange uncertain times remains unchanged health wellbeing chil,0.4,0.6,0.0,-0.4588,0.4,0.6,0.0,-0.4588
ID018627,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018628,2020-04-27,realjameswoods numbers country inflated democrat governors,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018629,2020-04-27,cool fight represented group homogenous,0.329,0.38,0.291,-0.0772,0.329,0.38,0.291,-0.0772
ID018630,2020-04-27,deaths soared early weeks pandemic exceeding number attributed,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
ID018631,2020-04-27,whitehouse problem china vast majority meds threatened cut,0.609,0.391,0.0,-0.7783,0.609,0.391,0.0,-0.7783
ID018632,2020-04-27,persons dnr status affect access scarce ventilators vgkoch argues excluding patients based,0.191,0.809,0.0,-0.3818,0.191,0.809,0.0,-0.3818
ID018633,2020-04-27,choose early year focusing wonderwomen patients 70,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018634,2020-04-27,release fifacom 1st step financial support football 19 pandemic ve,0.0,0.769,0.231,0.4019,0.0,0.769,0.231,0.4019
ID018635,2020-04-27,people pray seek forgiveness watching fahadmustafa26,0.0,0.476,0.524,0.5267,0.0,0.476,0.524,0.5267
ID018636,2020-04-27,delighted patients worcsacutenhs touch loved donating equ,0.0,0.41,0.59,0.802,0.0,0.41,0.59,0.802
ID018637,2020-04-27,royal college physicians condemned worsening availability ppe terrible amp warned,0.649,0.351,0.0,-0.8779,0.649,0.351,0.0,-0.8779
ID018638,2020-04-27,19 specialists doctors,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018639,2020-04-27,wondering snap benefits interviewing benefits purchasing,0.0,0.435,0.565,0.6369,0.0,0.435,0.565,0.6369
ID018640,2020-04-27,housebound pandemic putting homecooked meals table challenging,0.0,0.789,0.211,0.1531,0.0,0.789,0.211,0.1531
ID018641,2020-04-27,topics include career strength conditioning tips success level profession,0.0,0.504,0.496,0.7845,0.0,0.504,0.496,0.7845
ID018642,2020-04-27,turkey residents sign free weekly deliveries masks government protect oth,0.0,0.576,0.424,0.7096,0.0,0.576,0.424,0.7096
ID018643,2020-04-27,meet custobundle iniciative fight custobundle buy bundle 17 amazing icon packs fr,0.159,0.61,0.232,0.296,0.159,0.61,0.232,0.296
ID018644,2020-04-27,ysl skip paris fashion week preset schedule year bof coronavirus liveblog,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018645,2020-04-27,health authorities experts monday warned citizens remain vigilant precautions covid1,0.178,0.678,0.144,-0.1027,0.178,0.678,0.144,-0.1027
ID018646,2020-04-27,india patient delhi treated convalescent plasma therapy completely recovered,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018647,2020-04-27,amazing statistic 94 doctors dentists died uk black asian minority ethni,0.22,0.549,0.232,0.0516,0.22,0.549,0.232,0.0516
ID018648,2020-04-27,today grace phil johnson john macarthur wrap twopart interview current health crisis cl,0.229,0.615,0.156,-0.3182,0.229,0.615,0.156,-0.3182
ID018649,2020-04-27,somerset cases compare regions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018650,2020-04-27,homelessness pandemic coronavirus chronicles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018651,2020-04-27,urban school food alliance excited join initiative coordinate mobilize amp,0.0,0.635,0.365,0.5574,0.0,0.635,0.365,0.5574
ID018652,2020-04-27,accused rapist sprung jail rape charge report,0.747,0.253,0.0,-0.9153,0.747,0.253,0.0,-0.9153
ID018653,2020-04-27,keir starmer rightly approach holding government account supporting,0.0,0.707,0.293,0.4404,0.0,0.707,0.293,0.4404
ID018654,2020-04-27,mad person diagnosed amp washin hands amp wearin nose mask life er,0.225,0.775,0.0,-0.4939,0.225,0.775,0.0,-0.4939
ID018655,2020-04-27,malaria killing people kano kwankwaso writes buhari,0.423,0.577,0.0,-0.6597,0.423,0.577,0.0,-0.6597
ID018656,2020-04-27,oatila fredlafernandes cdc acrescentou 6 novos sintomas lista deles chills repeated shaking chills,0.134,0.866,0.0,-0.1779,0.134,0.866,0.0,-0.1779
ID018657,2020-04-27,reminders activities stuck dancesyndrome amp fridays,0.286,0.714,0.0,-0.25,0.286,0.714,0.0,-0.25
ID018658,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018659,2020-04-27,stonekettle realdonaldtrump 55429 people dead time tweet young remember,0.35,0.65,0.0,-0.6486,0.35,0.65,0.0,-0.6486
ID018660,2020-04-27,respond driven pandemic pharma companies reorienting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018661,2020-04-27,4 cases confirmed today 1989 samples tested today 1578 samples truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018662,2020-04-27,rudepundit support frontline rocket disinfectant guys ass,0.312,0.446,0.241,-0.2023,0.312,0.446,0.241,-0.2023
ID018663,2020-04-27,gop mounting fierce suppression strategy swing work vote mail safe increases,0.0,0.775,0.225,0.4404,0.0,0.775,0.225,0.4404
ID018664,2020-04-27,impact countries economies realized globalization impacted la,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018665,2020-04-27,didnt tiny annoyance compared brexit brexit matter life death,0.301,0.463,0.236,-0.4287,0.301,0.463,0.236,-0.4287
ID018666,2020-04-27,techcrunch etherington watch videos dangerous flu,0.588,0.412,0.0,-0.6908,0.588,0.412,0.0,-0.6908
ID018667,2020-04-27,ive gotta start paying attention lol,0.0,0.641,0.359,0.4215,0.0,0.641,0.359,0.4215
ID018668,2020-04-27,britain planning week quarantine period people arriving protec,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018669,2020-04-27,watch live minister nicolasturgeon holds press conference joining ministe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018670,2020-04-27,foxtrot1uniform chrisjzullo realdonaldtrump vaccine effective muting virus,0.0,0.659,0.341,0.4767,0.0,0.659,0.341,0.4767
ID018671,2020-04-27,james simpson upset handling outbreak mentalhealth center worked kep,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818
ID018672,2020-04-27,areas country drastic drop sales mesa county pretty goo,0.171,0.569,0.26,0.2732,0.171,0.569,0.26,0.2732
ID018673,2020-04-27,oops close post 2020 pandemic office planning,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018674,2020-04-27,alltime favorite philly sports fans fighting life ventilator complications,0.2,0.56,0.24,0.128,0.2,0.56,0.24,0.128
ID018675,2020-04-27,faith leaders join today 1pm webinar impact crisis context grief trauma,0.479,0.284,0.237,-0.7269,0.479,0.284,0.237,-0.7269
ID018676,2020-04-27,corygardner jumpstart economy investing public lands addressing national park maintenance ba,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018677,2020-04-27,ive hearing hospitals delaware telehealth expansion support glad progra,0.0,0.551,0.449,0.6908,0.0,0.551,0.449,0.6908
ID018678,2020-04-27,success likethe steps jacinda ardern informed intelligent uncompro,0.0,0.472,0.528,0.7717,0.0,0.472,0.528,0.7717
ID018679,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018680,2020-04-27,daughter kaila marked calendar days mom er mom times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018681,2020-04-27,san clemente legally prepare webinar thursday 7 2020,0.0,0.811,0.189,0.1027,0.0,0.811,0.189,0.1027
ID018682,2020-04-27,hot microphone catches real deal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018683,2020-04-27,realdonaldtrump doesnt sht american people trump spe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018684,2020-04-27,college sports teach problemsolving teambuilding sharpening mind body creating capable citi,0.0,0.652,0.348,0.5859,0.0,0.652,0.348,0.5859
ID018685,2020-04-27,bit protect support community drhilaryjones 3 tips info,0.0,0.485,0.515,0.6486,0.0,0.485,0.515,0.6486
ID018686,2020-04-27,donaldjtrumpjr big tech communism twitter amp google shut uv light company trump mentioned wanting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018687,2020-04-27,frequently asked questions epf advance fight pandemic,0.302,0.698,0.0,-0.3818,0.302,0.698,0.0,-0.3818
ID018688,2020-04-27,favorite chicago athletes entertainers coming great join wednesday 7 pm,0.0,0.307,0.693,0.8834,0.0,0.307,0.693,0.8834
ID018689,2020-04-27,people real happening pai charlotte accountant runs small accounting fi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018690,2020-04-27,sanitation amp hygiene play role preventing spread diseases billion people lack acc,0.23,0.608,0.162,-0.0,0.23,0.608,0.162,-0.0
ID018691,2020-04-27,gender working group compiling list resources add,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018692,2020-04-27,york hospitals studying common heartburn drug potential treatment,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018693,2020-04-27,india exit learn live dr devi shetty fight,0.271,0.729,0.0,-0.3818,0.271,0.729,0.0,-0.3818
ID018694,2020-04-27,delhi listen news anchor sudhirchaudhary follow lockdown guidelines maintainin,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018695,2020-04-27,heavily florida compiled resources including executive orders agency,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018696,2020-04-27,masks ppe protect essential members ems,0.0,0.658,0.342,0.3818,0.0,0.658,0.342,0.3818
ID018697,2020-04-27,8 10 hotel rooms coronavirus pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018698,2020-04-27,gatewaypundit 7 members panel treatment guidelines financial ties gilead,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018699,2020-04-27,sister grace joined order nun 1951 serving greater nyc area hospitals medical colleges,0.0,0.675,0.325,0.6486,0.0,0.675,0.325,0.6486
ID018700,2020-04-27,zealands prime minister declared victory coronavirus cases trending downward weeks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018701,2020-04-27,smart data feature wapo chart excess mortality amp likelihood uncounted covi,0.0,0.787,0.213,0.4019,0.0,0.787,0.213,0.4019
ID018702,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018703,2020-04-27,preventing infection caring patients suspectedknown guidelines today idsainfo,0.107,0.583,0.311,0.4767,0.107,0.583,0.311,0.4767
ID018704,2020-04-27,mondays update nb universities open students redeemer plans inperson classes fa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018705,2020-04-27,video conference pmoindia shri narendramodi ji amp cms listened amp instructions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018706,2020-04-27,germany leads calls governments beef climate action plans year cop26 delay,0.187,0.813,0.0,-0.3182,0.187,0.813,0.0,-0.3182
ID018707,2020-04-27,100000 people recover spain,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018708,2020-04-27,people leave job headquarter lives didn,0.194,0.806,0.0,-0.0516,0.194,0.806,0.0,-0.0516
ID018709,2020-04-27,economics heart crucial decisions confront pandemic economics brings researc,0.175,0.825,0.0,-0.1779,0.175,0.825,0.0,-0.1779
ID018710,2020-04-27,comfort dogs jared support families time support,0.0,0.336,0.664,0.7845,0.0,0.336,0.664,0.7845
ID018711,2020-04-27,disease outbreaks linked human consumption animals including sars bird flu ebola scient,0.191,0.809,0.0,-0.3818,0.191,0.809,0.0,-0.3818
ID018712,2020-04-27,bfarxi accelerates programs ensures food security,0.0,0.676,0.324,0.34,0.0,0.676,0.324,0.34
ID018713,2020-04-27,deaths soared early weeks pandemic exceeding number attributed washingtonpost excess dea,0.0,0.885,0.115,0.0772,0.0,0.885,0.115,0.0772
ID018714,2020-04-27,suicide increased shutdown,0.592,0.132,0.276,-0.5267,0.592,0.132,0.276,-0.5267
ID018715,2020-04-27,global community april 18 2020 historic moment solidarity ra,0.0,0.784,0.216,0.296,0.0,0.784,0.216,0.296
ID018716,2020-04-27,ravens ravenscommunity shining light community fund,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018717,2020-04-27,measuring excess deaths sense true scale scope pandemic emmersbrown,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215
ID018718,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018719,2020-04-27,update singapore reports 2 deaths death toll 14 7 clusters identified,0.328,0.672,0.0,-0.5994,0.328,0.672,0.0,-0.5994
ID018720,2020-04-27,42 cfos contingency plans 2nd wave gartner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018721,2020-04-27,kayburley apparent success 1 highest deaths 2 deaths highest 3 la,0.0,0.654,0.346,0.5719,0.0,0.654,0.346,0.5719
ID018722,2020-04-27,queen star adamlambert announced charity auction raise money lgbtq people coronavirus crisis,0.243,0.592,0.166,-0.3182,0.243,0.592,0.166,-0.3182
ID018723,2020-04-27,people healthy matter age pretty 0 chance dying,0.0,0.25,0.75,0.7906,0.0,0.25,0.75,0.7906
ID018724,2020-04-27,maryland continues expand testing capacity mdhealthdept open additional drivethrough test,0.0,0.796,0.204,0.3182,0.0,0.796,0.204,0.3182
ID018725,2020-04-27,today 1pm wgcufms continuing weekly live update thread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018726,2020-04-27,discussed aspects arising pandemic eminent lawyers vc apprised steps,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018727,2020-04-27,message testing treatment free charge irrespective immigration status translated,0.0,0.708,0.292,0.5106,0.0,0.708,0.292,0.5106
ID018728,2020-04-27,hey nycdot road markings missing upper cpw repaved year crosswalks,0.196,0.804,0.0,-0.296,0.196,0.804,0.0,-0.296
ID018729,2020-04-27,pm justin trudeau vaccine treatments equivalent vaccine,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018730,2020-04-27,deaths soared early weeks pandemic exceeding number attributed analysis,0.0,0.86,0.14,0.0772,0.0,0.86,0.14,0.0772
ID018731,2020-04-27,nurses protections desperately fight nationalnurses demanding congre,0.64,0.36,0.0,-0.7269,0.64,0.36,0.0,-0.7269
ID018732,2020-04-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID018733,2020-04-27,iowas spread fastest country week iowa starting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018734,2020-04-27,measure success fighting borisjohnson method bigger death count,0.424,0.331,0.245,-0.4019,0.424,0.331,0.245,-0.4019
ID018735,2020-04-27,breaking news pregnant patient birth luth,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018736,2020-04-27,west bengal cm mamata banerjee suspects quarantine govt provide quarantine facilities la,0.179,0.821,0.0,-0.34,0.179,0.821,0.0,-0.34
ID018737,2020-04-27,number cases ontario declined day row daily breakdown ou,0.0,0.86,0.14,0.0772,0.0,0.86,0.14,0.0772
ID018738,2020-04-27,devastating indicator dont rapid sweeping joaquin phoen,0.417,0.583,0.0,-0.6486,0.417,0.583,0.0,-0.6486
ID018739,2020-04-27,coronavirus events happen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018740,2020-04-27,social distancing challenging tips people living alzheimers dementia amp car,0.0,0.849,0.151,0.1531,0.0,0.849,0.151,0.1531
ID018741,2020-04-27,malaria kano deaths commissioner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018742,2020-04-27,noting outbreak pandemic impacted 2 seafarers worldwide government extend,0.0,0.805,0.195,0.1779,0.0,0.805,0.195,0.1779
ID018743,2020-04-27,narendramodi sir dont cm jagan andhra pradesh 19 cases increase day day,0.0,0.827,0.173,0.3182,0.0,0.827,0.173,0.3182
ID018744,2020-04-27,33020 fda authorized emergency hydroxycholoroquine chloroquine products days late,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818
ID018745,2020-04-27,thinking trip store making essential trip check pantry cabinets,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018746,2020-04-27,updates progress battle global outbreak,0.31,0.357,0.333,0.0516,0.31,0.357,0.333,0.0516
ID018747,2020-04-27,official challenge submission worldhackathon ft innovative lawyers amp rsgconsulting,0.0,0.625,0.375,0.4939,0.0,0.625,0.375,0.4939
ID018748,2020-04-27,mscott7612 holbornlolz ultimately akin severe seasonal influenza case fat,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818
ID018749,2020-04-27,introduction statistical learning statistics mathsstatsml books free par,0.0,0.68,0.32,0.5106,0.0,0.68,0.32,0.5106
ID018750,2020-04-27,spread building ventilation canadian researchers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018751,2020-04-27,hold minutes silence 1100 tuesday workers memorial day remember health social,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018752,2020-04-27,question heat high temperatures amp sunlight kills virus maine 1015 active,0.23,0.592,0.178,-0.2023,0.23,0.592,0.178,-0.2023
ID018753,2020-04-27,fm nicolasturgeon tackling 19 time journalists politicians thi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018754,2020-04-27,wet markets inhumane animals breeding grounds diseases join signing animalequali,0.0,0.804,0.196,0.296,0.0,0.804,0.196,0.296
ID018755,2020-04-27,reminds taxpayers businesses subscribe email updated econ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018756,2020-04-27,poop key tracking outbreaks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018757,2020-04-27,join fastpaced review ways hospitals leveraging patient engagement technology,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369
ID018758,2020-04-27,fun fact trump briefed early november 2019,0.0,0.645,0.355,0.5106,0.0,0.645,0.355,0.5106
ID018759,2020-04-27,covered ngwatweets wwj coverage irrigationassoc,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018760,2020-04-27,87 businesses mexico stopped operations applied contingency measures amlo called,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263
ID018761,2020-04-27,88yearold milwaukee woman recovers daughter whooped mess coronavirus,0.263,0.737,0.0,-0.3612,0.263,0.737,0.0,-0.3612
ID018762,2020-04-27,journalist denied access traditionally open government event meeti,0.293,0.707,0.0,-0.4404,0.293,0.707,0.0,-0.4404
ID018763,2020-04-27,easing lockdowns deaths 55000,0.0,0.6,0.4,0.25,0.0,0.6,0.4,0.25
ID018764,2020-04-27,car insurance guide pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018765,2020-04-27,residents cumberland healthcare center died weekend complications bringing,0.34,0.66,0.0,-0.5574,0.34,0.66,0.0,-0.5574
ID018766,2020-04-27,worst responses chinese virus democrat mayors crisis pretext strip americans,0.506,0.494,0.0,-0.8481,0.506,0.494,0.0,-0.8481
ID018767,2020-04-27,coronavirus deaths early weeks pandemic exceeded official number washington post,0.0,0.874,0.126,0.0772,0.0,0.874,0.126,0.0772
ID018768,2020-04-27,lessons nfl virtual hiring leadership building teams harvard business school working knowledge,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018769,2020-04-27,translate crazy mortgage,0.545,0.455,0.0,-0.34,0.545,0.455,0.0,-0.34
ID018770,2020-04-27,dr erickson briefing youtube bullshit,0.487,0.513,0.0,-0.5859,0.487,0.513,0.0,-0.5859
ID018771,2020-04-27,biden calls massive stimulus start making big structural change,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018772,2020-04-27,current crisis impacted access services share views experience toda,0.308,0.526,0.165,-0.4404,0.308,0.526,0.165,-0.4404
ID018773,2020-04-27,challenged revival sit sought ways meet thos,0.189,0.811,0.0,-0.1027,0.189,0.811,0.0,-0.1027
ID018774,2020-04-27,week cmsgov issued recommendations reopen facilities areas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018775,2020-04-27,donors critical unmet community moved action caren goldberg,0.247,0.753,0.0,-0.3182,0.247,0.753,0.0,-0.3182
ID018776,2020-04-27,guess realdonaldtrump tired dumbass questions fake news press briefing todays,0.578,0.422,0.0,-0.8625,0.578,0.422,0.0,-0.8625
ID018777,2020-04-27,prayer lil cousin fighting case bad,0.6,0.4,0.0,-0.7184,0.6,0.4,0.0,-0.7184
ID018778,2020-04-27,point today claim 58 thousandth american cost vietnam war compressed,0.302,0.698,0.0,-0.5994,0.302,0.698,0.0,-0.5994
ID018779,2020-04-27,cross river kidnappers rampage pandemic lockdown,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID018780,2020-04-27,nyc emergency management animal planning task force helped launch nyc pet hotline provide,0.178,0.822,0.0,-0.3818,0.178,0.822,0.0,-0.3818
